frame_id,stamp,pos_x,pos_y,pos_z,orientation_x,orientation_y,orientation_z,orientation_w
map,46241000000,-0.7944456636078027,-1.9020406956575366,0.0,0.0,0.0,0.07182234414546217,-0.9974174406342867
map,54470000000,-1.5277790078686542,1.2506687109274053,0.0,0.0,0.0,-0.7071067811865476,-0.7071067811865475
map,87590000000,-1.5944456755287315,1.520900945777543,0.0,0.0,0.0,-1.2246467991473532e-16,-1.0
