frame_id,stamp,pos_x,pos_y,pos_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
map,0,6.236182868536168,-0.9981778404040914,0.0,0.0,0.0,-0.7162221795639335,0.6978616907862265,"(0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06853891945200942)"
