frame_id,stamp,pos_x,pos_y,pos_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
map,0,1.643485145037609,4.775179205846113,0.0,0.0,0.0,0.9999574979969621,-0.00837516593868469,"(0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06853891945200942)"
