frame_id,stamp,pos_x,pos_y,pos_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
map,0,-2.0030782638511044,-0.4953208556471537,0.0,0.0,0.0,-0.00045426635770646546,0.9999924735708403,"(0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06853891945200942)"
